,Country,Sub-national region,latitude,longitude,ISO country code,World region,MPI_Country,MPI_Region,PercPoverty,DepvrIntensity,location_type,latlngImputed,useforspatial,popDensity,precipitation,TimeToCity,AvgNightLight,LandClassification,Elevation,Temperature,Evaporation,Modis_LAI,Modis_EVI,soil_orgc,soil_phaq,soil_clay,soil_silt,soil_sand,Conflicts_total,Conflicts_totalDeaths,Conflicts_totalDeathsCivilians,Country Code,Region,IncomeGroup,SpecialNotes,TableName
40,Angola,Cuanza Sul,-11.3590322,15.1157399,AGO,Sub-Saharan Africa,0.259,0.423,73.3,57.6,APPROXIMATE,0,1,16.66666603,1215,252,6,140,1331,29,7364,10,2767,12.52222222,5.766666667,46.66666667,25.94444444,27.40555556,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
41,Angola,Cunene,-16.7518119,14.9702692,AGO,Sub-Saharan Africa,0.259,0.421,72.7,57.9,APPROXIMATE,0,1,3.833333254,626,329,5,140,1117,31,1745,6,2107,3,7.966666667,41.66666667,19.33333333,39,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
42,Angola,Huambo,-12.7739761,15.7468535,AGO,Sub-Saharan Africa,0.259,0.342,62.5,54.7,APPROXIMATE,0,1,64.66666412,1359.5,1,22,140,1697,31,,,2273,,,,,,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
43,Angola,Huíla,-14.9140037,13.5049046,AGO,Sub-Saharan Africa,0.259,0.372,63.2,58.8,APPROXIMATE,0,1,15.5,851,0,41,190,1736,31,,,1687,13.69814815,5.314891775,22.15151515,7.267099567,70.10902597,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
44,Angola,Luanda,-8.8399876,13.2894368,AGO,Sub-Saharan Africa,0.259,0.07,15.6,44.6,APPROXIMATE,0,1,831.5,415.5,8,60,190,79,32,,,1077,,,,,,3,6,4,AGO,Sub-Saharan Africa,Lower middle income,,Angola
45,Angola,Luanda Norte,-8.4491185,20.7178266,AGO,Sub-Saharan Africa,0.259,0.394,71.7,54.9,APPROXIMATE,0,1,3.5,1544.5,474,4,140,926,29,4252,9,2476,,,,,,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
46,Angola,Lunda Sul,-10.2866578,20.7122465,AGO,Sub-Saharan Africa,0.259,0.315,63.1,50,APPROXIMATE,0,1,2.333333254,1421.5,3082,0,130,1134,27,6934,13,3525,,,,,,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
47,Angola,Malanje,-9.5418224,16.3346061,AGO,Sub-Saharan Africa,0.259,0.296,55.1,53.6,APPROXIMATE,0,1,14.5,1152.5,434,18,120,1124,30,6001,6,2429,4.6,5.32,19,9,72.4,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
48,Angola,Moxico,-13.6969242,19.8642763,AGO,Sub-Saharan Africa,0.259,0.363,66.9,54.2,APPROXIMATE,0,1,1.833333373,1127.5,613,0,30,1234,30,4409,10,2528,,,,,,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
49,Angola,Namibe,-15.1978317,12.1575544,AGO,Sub-Saharan Africa,0.259,0.253,46.9,53.9,APPROXIMATE,0,1,2.166666746,82,183,29,150,15,30,3594,2,949,,,,,,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
50,Angola,Uíge,-7.6092767,15.0552391,AGO,Sub-Saharan Africa,0.259,0.371,70.1,52.9,APPROXIMATE,0,1,18.5,1471.5,369,13,140,840,28,7769,5,2104,,,,,,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
51,Angola,Zaire,-6.2649292,14.2343282,AGO,Sub-Saharan Africa,0.259,0.179,38.4,46.5,APPROXIMATE,0,1,6.666666508,1343,319,6,120,507,29,9082,6,2511,,,,,,0,0,0,AGO,Sub-Saharan Africa,Lower middle income,,Angola
52,Bangladesh,Barisal,22.7010021,90.3534511,BGD,South Asia,0.196,0.224,46.5,48.1,APPROXIMATE,0,1,2884.18335,1966.5,4,43,30,8,28,7341,7,3424,,,,,,0,0,0,BGD,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh
53,Bangladesh,Chittagong,22.356851,91.7831819,BGD,South Asia,0.196,0.186,38.9,47.9,APPROXIMATE,0,1,3989.625,2391,5,60,14,8,29,,,2440,,,,,,0,0,0,BGD,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh
54,Bangladesh,Dhaka,23.810332,90.4125181,BGD,South Asia,0.196,0.174,36.6,47.6,APPROXIMATE,0,1,13986.69141,1902.5,13,63,190,13,30,,,2192,,,,,,3,10,0,BGD,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh
55,Bangladesh,Khulna,22.845641,89.5403279,BGD,South Asia,0.196,0.156,35.7,43.7,APPROXIMATE,0,1,3799.93335,1529.5,7,51,190,7,28,,,2560,,,,,,0,0,0,BGD,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh
56,Bangladesh,Rajshahi,24.3635886,88.6241351,BGD,South Asia,0.196,0.192,41.4,46.3,APPROXIMATE,0,1,2303.541748,1292.5,3,33,14,21,28,,,2065,23.5,7.3,72.6,17.4,10,3,3,1,BGD,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh
57,Bangladesh,Rangpur,25.7438916,89.275227,BGD,South Asia,0.196,0.206,45.7,45.1,APPROXIMATE,0,1,2220.890137,1880.5,5,19,11,32,26,7732,9,3427,,,,,,0,0,0,BGD,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh
58,Bangladesh,Sylhet,24.8949294,91.8687063,BGD,South Asia,0.196,0.32,61.9,51.8,APPROXIMATE,0,1,1519.583374,3116,10,52,190,21,29,,,2526,4.266666667,5.2,16.6,21.4,62,2,2,1,BGD,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh
59,Belize,Belize (excluding Belize City South Side),17.4891317,-88.188656,BLZ,Latin America and Caribbean,0.018,0.005,1.4,37.5,GEOMETRIC_CENTER,0,1,14.59499931,1422,227,33,110,2,,,,1323,,,,,,0,0,0,BLZ,Latin America & Caribbean,Upper middle income,,Belize
60,Belize,Belize City South Side,17.4891317,-88.188656,BLZ,Latin America and Caribbean,0.018,0.005,1.3,35.7,GEOMETRIC_CENTER,0,1,14.59499931,1422,227,33,110,2,,,,1323,,,,,,0,0,0,BLZ,Latin America & Caribbean,Upper middle income,,Belize
61,Belize,Cayo,17.0984445,-88.9413865,BLZ,Latin America and Caribbean,0.018,0.054,13.6,39.8,APPROXIMATE,0,1,9,1319.5,558,0,40,286,27,14317,55,5351,,,,,,0,0,0,BLZ,Latin America & Caribbean,Upper middle income,,Belize
62,Belize,Corozal,18.4030802,-88.3967536,BLZ,Latin America and Caribbean,0.018,0.026,6.2,41.6,APPROXIMATE,0,1,17.16666603,1019,170,41,30,12,29,9726,12,4413,,,,,,0,0,0,BLZ,Latin America & Caribbean,Upper middle income,,Belize
63,Belize,Orange Walk,18.0842472,-88.5710266,BLZ,Latin America and Caribbean,0.018,0.019,4.4,42.6,APPROXIMATE,0,1,7.5,1202,212,39,30,11,28,9537,10,4051,12.825,6.4125,44.75,13.5,41.75,0,0,0,BLZ,Latin America & Caribbean,Upper middle income,,Belize
64,Belize,Stann Creek,16.8116631,-88.4016041,BLZ,Latin America and Caribbean,0.018,0.013,3.6,36.2,APPROXIMATE,0,1,10.33333302,1808,179,0,40,85,25,14616,42,5878,,,,,,0,0,0,BLZ,Latin America & Caribbean,Upper middle income,,Belize
65,Belize,Toledo,16.2491923,-88.864698,BLZ,Latin America and Caribbean,0.018,0.019,4.9,39.8,APPROXIMATE,0,1,4,2727,345,0,40,23,26,14614,50,5913,,,,,,0,0,0,BLZ,Latin America & Caribbean,Upper middle income,,Belize
66,Benin,Alibori,10.9681093,2.7779813,BEN,Sub-Saharan Africa,0.307,0.528,92.7,57,APPROXIMATE,0,1,28.21333313,1156,363,0,14,317,35,4843,5,2759,,,,,,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
67,Benin,Atacora,10.7954931,1.6760691,BEN,Sub-Saharan Africa,0.307,0.454,85.7,53,APPROXIMATE,0,1,21.16666603,1223,108,0,110,370,31,7283,12,2957,,,,,,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
68,Benin,Atlantique,6.6588391,2.2236667,BEN,Sub-Saharan Africa,0.307,0.278,57.3,48.5,APPROXIMATE,0,1,174.7850037,1139,145,1,30,92,28,12215,21,4547,6.203703704,5.981481481,20.7962963,6.722222222,72.48148148,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
69,Benin,Borgou,9.5340864,2.7779813,BEN,Sub-Saharan Africa,0.307,0.351,71.4,49.2,APPROXIMATE,0,1,15.53499985,1168,192,0,130,346,32,9682,11,3399,,,,,,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
70,Benin,Collines,8.3022297,2.302446,BEN,Sub-Saharan Africa,0.307,0.292,62,47.1,APPROXIMATE,0,1,36.93000031,1100.5,206,0,60,166,29,10864,10,3483,,,,,,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
71,Benin,Couffo,7.0035894,1.7538817,BEN,Sub-Saharan Africa,0.307,0.345,71.2,48.5,APPROXIMATE,0,1,228.0916748,1047,66,0,30,211,30,9604,7,3371,4.583333333,6.494666667,17.64666667,10.16,72.235,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
72,Benin,Donga,9.7191867,1.6760691,BEN,Sub-Saharan Africa,0.307,0.335,70.2,47.7,APPROXIMATE,0,1,413.8483276,1293.5,2,4,130,413,34,8233,9,2892,,,,,,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
73,Benin,Littoral,6.3806973,2.4406387,BEN,Sub-Saharan Africa,0.307,0.083,20.1,41.4,APPROXIMATE,0,1,8959.558594,1219,6,57,210,2,29,,,910,35.78571429,5.561904762,12.9047619,5.5,81.5952381,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
74,Benin,Mono,6.6607182,1.7538817,BEN,Sub-Saharan Africa,0.307,0.259,56.1,46.1,APPROXIMATE,0,1,224.3283386,1054.5,130,0,30,35,27,12006,24,4887,8.875,5.942857143,31.82738095,18.21428571,49.95833333,0,0,0,BEN,Sub-Saharan Africa,Low income,,Benin
